Unnamed: 0,smiles,value,log_value,init_value
7093,CC(c1ccccc1-c1ccc(Cl)cc1)N1CCC(N2CCc3c(ncnc3NS(=O)(=O)c3ccc(N[C@H](CCN(C)C)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)C2)CC1,89.0,4.48863636973214,0.5083187995704602
7351,N#C[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H](N)Cc1cccs1,100.0,4.605170185988092,0.5162334724589647
2768,Cc1cc(-c2cc(NC(=O)c3ccc(CN4CCN(C)CC4)cc3)[nH]n2)ccc1NC(=O)Nc1cc(C(C)(C)C)on1,11.3,2.424802725718295,0.368148600794999
3168,C[C@]1(c2ccc(OC(F)(F)F)cc2)C[C@](O)(c2ccccn2)CO1,10.0,2.302585092994046,0.359847897914942
272,O=C(N[C@@H](Cc1ccc(F)c(Br)c1)C(=O)O)c1ccc(I)cc1NS(=O)(=O)c1cccc2nsnc12,3.1,1.1314021114911006,0.2803042041701161
4453,CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1,44.0,3.784189633918261,0.4604746144191236
5429,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCSSC[C@@H](C(=O)N(CCc2ccncc2)CC(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,48.0,3.871201010907891,0.4663842002250041
1744,COc1ccc(-c2nnc(-c3ccc4nc(-c5c(C)cc(CC(C)(C)C(=O)O)cc5C)[nH]c4c3)o2)cc1,9.5,2.251291798606496,0.356364191129269
1600,O=S(=O)(c1ccc2cc[nH]c2c1)N1CCC[C@@H]1CCN1CCC(Oc2ccc(Cl)cc2)CC1,57.0,4.04305126783455,0.4780558215026648
759,CCC(C)COc1ccc(C(CC(=O)O)c2ccccc2)cc1,13.8,2.624668592163159,0.3817229692084923
5310,Cc1ccc(CN2CCOCC2)cc1NC(=O)c1ccc(Nc2ncc(C)c(-c3ccc(OC(F)(F)F)cc3)n2)cc1,32.8,3.490428515390098,0.4405231253560263
1007,COCCC(=O)N(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,9.0,2.19722457733622,0.3526920864639181
124,CCCCOc1ccc(Cc2cc(C3CCN(C[C@H]4CN([C@@H](C(=O)O)[C@@H](C)CC)C[C@@H]4c4cccc(F)c4)CC3)n(CC)n2)cc1,4.8,1.5686159179138452,0.3099986256809813
2335,CC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1.Cl.Cl,10.0,2.302585092994046,0.359847897914942
7327,Cc1ccc2[nH]c3c(c2c1)CCN(C(=O)CCN)C3c1cccc(O)c1,171.0,5.14166355650266,0.5526707030491642
7824,COc1cnc(-c2ccccn2)nc1N1CCCC1,987.0,6.894670039433482,0.6717303316581826
3150,Cc1noc(Cn2nc3ccc(-c4ccc(OC(F)(F)F)cc4)cn3c2=O)n1,11.98,2.483238592687304,0.3721174124831019
4000,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C)n1,21.0,3.044522437723423,0.4102383474510757
383,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,1.7,0.5306282510621704,0.2395012103437108
4720,C[C@@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccc(F)cc1.Cl,34.0,3.5263605246161616,0.44296353371463
6257,Nc1nc(OCC2CCC2)nc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O,73.0,4.290459441148391,0.4948591394118684
3960,CCCS(=O)(=O)N1CCN(C2(CNC(=O)c3c(F)cccc3F)CCC(F)(F)CC2)CC1,22.02,3.091951131294534,0.41345958062789
6244,CC[C@H](C)[C@@H]1NCCOc2ccccc2CCCNC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H](C)N(C)C1=O,67.0,4.204692619390966,0.4890340805516509
3666,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4ccc(=O)n5C)[C@H](C)C3)cccc2n1,21.0,3.044522437723423,0.4102383474510757
5647,COc1ccc(CC(C)(C)NC[C@@H](O)CO[C@H](C)c2ccc(C)c3c2[C@@H]2[C@H](O3)[C@H]2C(=O)O)c(Cl)c1,41.0,3.713572066704308,0.4556784534193599
5177,COc1cccc(C(=O)NC2CC3CCC(C2)N3c2ccc(C(=O)NCc3ccccc3)cn2)c1C,38.07,3.639426570394406,0.4506426846759783
2142,O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)cc1C1CC1,14.0,2.6390573296152584,0.3827002147314726
1570,CN(C)c1nccc2ccc(/C=C\C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)cc12,56.4,4.032469158504013,0.4773371122342956
5570,COc1nc(N2CC[C@@H](C)N(C(=O)c3cc(C)ccc3-n3nccn3)CC2)ncc1C(F)(F)F,37.0,3.610917912644224,0.4487064509900632
728,CCCS(=O)(=O)N1CCC(CNC(=O)c2c(F)cccc2Cl)(C(=O)N2CCOCC2)CC1,18.0,2.8903717578961645,0.3997688352908145
6297,Cc1c(NCCN2CCCC2)cc(OCC(C)C)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,79.48,4.375505417683616,0.5006352403445052
2198,CCCOCCn1c(=O)c(NCC(=O)NC)nc2ncc(-c3ccc(OC)nc3)cc21,19.5,2.970414465569701,0.4052051272505216
6039,O=C(NO)c1cnc(N2CCN(C(/C=C/c3ccc(F)cc3)CO)CC2)nc1,76.67,4.339510497570803,0.4981905592425404
2738,C[C@@H](NC1=CC(=O)CCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,19.0,2.9444389791664403,0.4034409399561653
4676,CC1=C(C(=O)N2CCC[C@H]2c2ccc(F)cc2)[C@@H](c2ccc(Cl)c(Cl)c2)n2nccc2N1,35.0,3.555348061489413,0.4449322916217026
4396,Cc1ccc(S(=O)(=O)c2cc(Cl)c(O)c3ncccc23)cc1,25.0,3.218875824868201,0.4220799748051719
